rank,year,duration,age_limit,rating,numberof_ratings,Metascore,description,name
910,1941,118,A,7.7,27.0,88.0,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.", How Green Was My Valley
911,1967,108,X,7.7,34.0,81.0,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment., Wait Until Dark
912,1991,98,15,7.7,53.0,86.0,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.", The Double Life of V̩ronique
913,2004,126,15,7.7,105.0,75.0,"Ernesto Guevara de la Serna, popularly known as Che, along with his friend Alberto Granado, decides to take a road trip across South America. His experiences on the journey transform him.", The Motorcycle Diaries
914,1938,96,A,7.7,57.0,98.0,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.", The Lady Vanishes
915,1946,97,A,7.7,26.0,81.0,"After their cattle are stolen and their brother murdered, the Earp brothers have a score to settle with the Clanton family.", My Darling Clementine
916,1992,128,18,7.7,54.0,81.0,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew., Hard Boiled
917,1932,93,A,7.7,30.0,90.0,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.", Scarface
918,2008,122,15,7.7,113.0,80.0,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon., Frost/Nixon
919,2010,106,15,7.7,42.0,81.0,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death., Confessions
920,1990,119,PG,7.7,29.0,81.0,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams., Dreams
921,1948,100,PG,7.7,44.0,81.0,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.", Key Largo
922,1997,95,PG,7.7,37.0,80.0,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide., Taste of Cherry
923,2012,111,15,7.7,43.0,70.0,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.", The Broken Circle Breakdown
924,1986,107,15,7.7,56.0,75.0,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.", Down by Law
925,1933,69,U,7.7,63.0,93.0,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.", Duck Soup
926,1985,82,PG,7.7,56.0,75.0,"In 1935 New Jersey, a movie character walks off the screen and into the real world.", The Purple Rose of Cairo
927,2017,94,12A,7.7,28.0,78.0,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.", The Breadwinner
928,2002,114,15,7.7,29.0,83.0,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum., The Magdalene Sisters
929,2003,80,12,7.7,57.0,91.0,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.", The Triplets of Belleville
930,2003,113,15,7.7,42.0,61.0,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.", Evil
931,2006,98,12A,7.7,71.0,66.0,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.", The Girl Who Leapt Through Time
932,1989,111,18,7.7,51.0,82.0,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded., The Killer
933,2000,110,15,7.7,34.0,58.0,"After a shooting incident at the North-South Korean border DMZ leaves two North Korean soldiers dead, a neutral Swiss and Swedish team investigates what actually happened.", Joint Security Area
934,2016,124,12,7.7,65.0,85.0,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.", The Salesman
935,1960,144,PG,7.7,33.0,81.0,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.", L'Avventura
936,2006,120,15,7.7,37.0,78.0,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.", After the Wedding
937,2005,94,R,7.7,55.0,51.0,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister., Adam's Apples
938,2013,130,12A,7.7,51.0,85.0,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.", The Past
939,2002,105,15,7.7,44.0,76.0,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child., In America
940,1962,105,PG,7.7,45.0,97.0,Decades of a love triangle concerning two friends and an impulsive woman., Jules and Jim
941,1997,103,18,7.7,33.0,83.0,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.", Fireworks
942,1983,79,PG,7.7,44.0,81.0,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.", Zelig
943,2007,122,18,7.7,34.0,85.0,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend., The Edge of Heaven
944,2023,132,15,7.6,74.0,73.0,"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s.", The Iron Claw
945,2019,161,18,7.6,856.0,84.0,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.", Once Upon a Time
946,2001,152,PG,7.6,861.0,65.0,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.", Harry Potter and the Philosopher's Stone
947,1981,96,X,7.6,199.0,77.0,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community get rid of a horde of bandits.", Mad Max 2
948,2023,206,15,7.6,248.0,89.0,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.", Killers of the Flower Moon
949,1997,126,PG,7.6,510.0,52.0,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.", The Fifth Element
950,2018,119,15,7.6,652.0,66.0,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable.", Deadpool 2
951,2006,117,15,7.6,868.0,52.0,"In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army.",300
952,2009,162,18,7.6,585.0,56.0,"In a version of 1985 where superheroes exist, the murder of a colleague sends active vigilante Rorschach on the trail of a conspiracy that will change the course of history.", Watchmen
953,1998,81,15,7.6,208.0,79.0,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.", Run Lola Run
954,1992,120,15,7.6,142.0,68.0,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.", My Cousin Vinny
955,1999,89,15,7.6,289.0,68.0,Three company workers who hate their jobs decide to rebel against their greedy boss., Office Space
956,2022,102,12A,7.6,96.0,95.0,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't..., Aftersun
957,2005,140,12A,7.6,850.0,68.0,"Three years into the Clone Wars, Obi-Wan Kenobi pursues a new threat, while Anakin Skywalker is lured by Chancellor Palpatine into a sinister plot to rule the galaxy.", Star Wars: Episode III - Revenge of the Sith
958,2001,101,12A,7.6,395.0,74.0,"In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted.", The Others
959,2007,114,15,7.6,295.0,72.0,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.", Gone Baby Gone
960,2004,103,18,7.6,469.0,46.0,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game.", Saw
961,2022,117,15,7.6,215.0,60.0,"A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.", The Whale
962,2019,126,12A,7.6,105.0,73.0,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution., Dark Waters
